MouseY,"cond[d,t]",Gender,Mouse,MouseX,Time,Trial,Age,ID
-0.4425925925925926,"[0.3, 0.6]",female,yes,-0.5770833333333333,1.0749080999994476,1,23,987654321
-0.45,"[0.3, 0.6]",female,yes,-0.5708333333333333,1.0852073000005475,1,23,987654321
-0.45925925925925926,"[0.3, 0.6]",female,yes,-0.565625,1.095514099999491,1,23,987654321
-0.4888888888888889,"[0.3, 0.6]",female,yes,-0.553125,1.1057749999999942,1,23,987654321
-0.5092592592592593,"[0.3, 0.6]",female,yes,-0.5447916666666667,1.1159576999998535,1,23,987654321
-0.524074074074074,"[0.3, 0.6]",female,yes,-0.5385416666666667,1.1261881000009453,1,23,987654321
-0.5407407407407407,"[0.3, 0.6]",female,yes,-0.5302083333333333,1.136430399999881,1,23,987654321
-0.5703703703703704,"[0.3, 0.6]",female,yes,-0.5197916666666667,1.1466404000002512,1,23,987654321
-0.587037037037037,"[0.3, 0.6]",female,yes,-0.5135416666666667,1.1568898999994417,1,23,987654321
-0.5944444444444444,"[0.3, 0.6]",female,yes,-0.5083333333333333,1.1671160999994754,1,23,987654321
-0.6074074074074074,"[0.3, 0.6]",female,yes,-0.5041666666666667,1.1774409000008745,1,23,987654321
-0.6185185185185185,"[0.3, 0.6]",female,yes,-0.5020833333333333,1.1879091999999218,1,23,987654321
-0.6259259259259259,"[0.3, 0.6]",female,yes,-0.5020833333333333,1.198130200000378,1,23,987654321
-0.6333333333333333,"[0.3, 0.6]",female,yes,-0.5,1.2083254999997735,1,23,987654321
-0.65,"[0.3, 0.6]",female,yes,-0.5,1.2185325999998895,1,23,987654321
-0.6611111111111111,"[0.3, 0.6]",female,yes,-0.5,1.2287806000003911,1,23,987654321
-0.6722222222222223,"[0.3, 0.6]",female,yes,-0.5,1.2389949000007618,1,23,987654321
-0.687037037037037,"[0.3, 0.6]",female,yes,-0.5,1.2491852999992261,1,23,987654321
-0.7185185185185186,"[0.3, 0.6]",female,yes,-0.5,1.259395900000527,1,23,987654321
-0.7296296296296296,"[0.3, 0.6]",female,yes,-0.5,1.2695970000004309,1,23,987654321
-0.7407407407407407,"[0.3, 0.6]",female,yes,-0.5,1.27978450000046,1,23,987654321
-0.7648148148148148,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.28997309999977,1,23,987654321
-0.7759259259259259,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3001597999991645,1,23,987654321
-0.7907407407407407,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3103867000008904,1,23,987654321
-0.8,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3205811999996513,1,23,987654321
-0.8166666666666667,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3307631999996374,1,23,987654321
-0.8203703703703704,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.340959400000429,1,23,987654321
-0.8203703703703704,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3511887000004208,1,23,987654321
-0.8203703703703704,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3613886000002822,1,23,987654321
-0.8203703703703704,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3715718999992532,1,23,987654321
-0.8203703703703704,"[0.3, 0.6]",female,yes,-0.49895833333333334,1.3817472999999154,1,23,987654321
-0.812962962962963,"[0.3, 0.6]",female,yes,-0.496875,1.39198690000012,1,23,987654321
-0.7870370370370371,"[0.3, 0.6]",female,yes,-0.49166666666666664,1.402185200000531,1,23,987654321
-0.774074074074074,"[0.3, 0.6]",female,yes,-0.48541666666666666,1.412372000000687,1,23,987654321
-0.7611111111111111,"[0.3, 0.6]",female,yes,-0.48125,1.4225482000001648,1,23,987654321
-0.7462962962962963,"[0.3, 0.6]",female,yes,-0.47291666666666665,1.4327479000003223,1,23,987654321
-0.7129629629629629,"[0.3, 0.6]",female,yes,-0.45416666666666666,1.4429627000008622,1,23,987654321
-0.6944444444444444,"[0.3, 0.6]",female,yes,-0.4427083333333333,1.4531999999999243,1,23,987654321
-0.674074074074074,"[0.3, 0.6]",female,yes,-0.4322916666666667,1.4634165999996185,1,23,987654321
-0.6296296296296297,"[0.3, 0.6]",female,yes,-0.40729166666666666,1.4737117999993643,1,23,987654321
-0.6074074074074074,"[0.3, 0.6]",female,yes,-0.396875,1.4839018999991822,1,23,987654321
-0.5833333333333334,"[0.3, 0.6]",female,yes,-0.384375,1.4941163999992568,1,23,987654321
-0.562962962962963,"[0.3, 0.6]",female,yes,-0.375,1.5043986000000587,1,23,987654321
-0.5314814814814814,"[0.3, 0.6]",female,yes,-0.35520833333333335,1.5145998999996664,1,23,987654321
-0.5166666666666667,"[0.3, 0.6]",female,yes,-0.3458333333333333,1.5247975999991468,1,23,987654321
-0.5092592592592593,"[0.3, 0.6]",female,yes,-0.334375,1.5349913999998535,1,23,987654321
-0.5018518518518519,"[0.3, 0.6]",female,yes,-0.32708333333333334,1.5452067999995052,1,23,987654321
-0.49074074074074076,"[0.3, 0.6]",female,yes,-0.31354166666666666,1.5554226999993261,1,23,987654321
-0.49074074074074076,"[0.3, 0.6]",female,yes,-0.30833333333333335,1.5656318000001193,1,23,987654321
-0.49074074074074076,"[0.3, 0.6]",female,yes,-0.30416666666666664,1.575848300000871,1,23,987654321
-0.49074074074074076,"[0.3, 0.6]",female,yes,-0.29270833333333335,1.5860319999992498,1,23,987654321
-0.4962962962962963,"[0.3, 0.6]",female,yes,-0.2864583333333333,1.5962230000004638,1,23,987654321
-0.5037037037037037,"[0.3, 0.6]",female,yes,-0.2791666666666667,1.6064514000008785,1,23,987654321
-0.5111111111111111,"[0.3, 0.6]",female,yes,-0.27291666666666664,1.616687699999602,1,23,987654321
-0.5388888888888889,"[0.3, 0.6]",female,yes,-0.259375,1.6268715999995038,1,23,987654321
-0.5592592592592592,"[0.3, 0.6]",female,yes,-0.2552083333333333,1.6370466999997006,1,23,987654321
-0.575925925925926,"[0.3, 0.6]",female,yes,-0.24895833333333334,1.6472873999991862,1,23,987654321
-0.6148148148148148,"[0.3, 0.6]",female,yes,-0.240625,1.6577378000001772,1,23,987654321
-0.6370370370370371,"[0.3, 0.6]",female,yes,-0.2375,1.6679681000005075,1,23,987654321
-0.6611111111111111,"[0.3, 0.6]",female,yes,-0.23541666666666666,1.6781573000007484,1,23,987654321
-0.687037037037037,"[0.3, 0.6]",female,yes,-0.23020833333333332,1.6883689999995113,1,23,987654321
-0.737037037037037,"[0.3, 0.6]",female,yes,-0.22604166666666667,1.6986082999992504,1,23,987654321
-0.762962962962963,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.7088700000003882,1,23,987654321
-0.7814814814814814,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.7191650999993726,1,23,987654321
-0.8037037037037037,"[0.3, 0.6]",female,yes,-0.225,1.7294356000002153,1,23,987654321
-0.8481481481481481,"[0.3, 0.6]",female,yes,-0.225,1.7398300999993808,1,23,987654321
-0.8666666666666667,"[0.3, 0.6]",female,yes,-0.225,1.7500662000002194,1,23,987654321
-0.8870370370370371,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.7602554000004602,1,23,987654321
-0.9314814814814815,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.7704532999996445,1,23,987654321
-0.9537037037037037,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.7806928000009066,1,23,987654321
-0.9796296296296296,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.7909674999991694,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.8011781000004703,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.225,1.8114487000002555,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.225,1.821685000000798,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.225,1.8319111000000703,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22604166666666667,1.8421863000003214,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.8523915000005218,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.8626141999993706,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.87286259999928,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.8830543999993097,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.8932786000004853,1,23,987654321
-0.9962962962962963,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.9034740000006423,1,23,987654321
-0.9888888888888889,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.9136760000001232,1,23,987654321
-0.9814814814814815,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.9239386999997805,1,23,987654321
-0.9666666666666667,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.9341193000000203,1,23,987654321
-0.9555555555555556,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.944293700000344,1,23,987654321
-0.9259259259259259,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.9544614000005822,1,23,987654321
-0.9166666666666666,"[0.3, 0.6]",female,yes,-0.22708333333333333,1.964613800000734,1,23,987654321
-0.9,"[0.3, 0.6]",female,yes,-0.22604166666666667,1.9748010000002978,1,23,987654321
-0.8833333333333333,"[0.3, 0.6]",female,yes,-0.22395833333333334,1.9849909000004118,1,23,987654321
-0.8444444444444444,"[0.3, 0.6]",female,yes,-0.215625,1.9951767000002292,1,23,987654321
-0.8240740740740741,"[0.3, 0.6]",female,yes,-0.21041666666666667,2.005381999999372,1,23,987654321
-0.8037037037037037,"[0.3, 0.6]",female,yes,-0.20208333333333334,2.0155895999996574,1,23,987654321
-0.7592592592592593,"[0.3, 0.6]",female,yes,-0.1875,2.0258030999993935,1,23,987654321
-0.737037037037037,"[0.3, 0.6]",female,yes,-0.17916666666666667,2.035989199999676,1,23,987654321
-0.7129629629629629,"[0.3, 0.6]",female,yes,-0.17291666666666666,2.0461775999992824,1,23,987654321
-0.6962962962962963,"[0.3, 0.6]",female,yes,-0.16666666666666666,2.056451799999195,1,23,987654321
-0.6518518518518519,"[0.3, 0.6]",female,yes,-0.153125,2.066694200000711,1,23,987654321
-0.6388888888888888,"[0.3, 0.6]",female,yes,-0.14895833333333333,2.0768958999997267,1,23,987654321
-0.6222222222222222,"[0.3, 0.6]",female,yes,-0.14270833333333333,2.087104199999885,1,23,987654321
-0.6092592592592593,"[0.3, 0.6]",female,yes,-0.13645833333333332,2.097359999999753,1,23,987654321
-0.5944444444444444,"[0.3, 0.6]",female,yes,-0.12916666666666668,2.107740900000863,1,23,987654321
-0.5907407407407408,"[0.3, 0.6]",female,yes,-0.12604166666666666,2.117921999999453,1,23,987654321
-0.5888888888888889,"[0.3, 0.6]",female,yes,-0.12291666666666666,2.1281639999997424,1,23,987654321
-0.587037037037037,"[0.3, 0.6]",female,yes,-0.12083333333333333,2.1384008999993966,1,23,987654321
-0.587037037037037,"[0.3, 0.6]",female,yes,-0.11979166666666667,2.1486322000000655,1,23,987654321
-0.587037037037037,"[0.3, 0.6]",female,yes,-0.11979166666666667,2.158856800000649,1,23,987654321
-0.5888888888888889,"[0.3, 0.6]",female,yes,-0.11979166666666667,2.169054600000891,1,23,987654321
-0.6,"[0.3, 0.6]",female,yes,-0.11770833333333333,2.1792999999997846,1,23,987654321
-0.6111111111111112,"[0.3, 0.6]",female,yes,-0.115625,2.189478700000109,1,23,987654321
-0.6203703703703703,"[0.3, 0.6]",female,yes,-0.11458333333333333,2.199684499999421,1,23,987654321
-0.6481481481481481,"[0.3, 0.6]",female,yes,-0.1125,2.2098805000005086,1,23,987654321
-0.6666666666666666,"[0.3, 0.6]",female,yes,-0.109375,2.220057900000029,1,23,987654321
-0.6833333333333333,"[0.3, 0.6]",female,yes,-0.10729166666666666,2.230261900000187,1,23,987654321
-0.7092592592592593,"[0.3, 0.6]",female,yes,-0.10416666666666667,2.2404850000002625,1,23,987654321
-0.7481481481481481,"[0.3, 0.6]",female,yes,-0.10104166666666667,2.250689799999236,1,23,987654321
-0.7703703703703704,"[0.3, 0.6]",female,yes,-0.09895833333333333,2.2608782000006613,1,23,987654321
-0.7925925925925926,"[0.3, 0.6]",female,yes,-0.09895833333333333,2.2711132000004,1,23,987654321
-0.8111111111111111,"[0.3, 0.6]",female,yes,-0.09791666666666667,2.2814078999999765,1,23,987654321
-0.8574074074074074,"[0.3, 0.6]",female,yes,-0.09791666666666667,2.291848700000628,1,23,987654321
-0.8796296296296297,"[0.3, 0.6]",female,yes,-0.09791666666666667,2.3020699999997305,1,23,987654321
-0.9055555555555556,"[0.3, 0.6]",female,yes,-0.09791666666666667,2.312262699999337,1,23,987654321
-0.9537037037037037,"[0.3, 0.6]",female,yes,-0.09479166666666666,2.322457399999621,1,23,987654321
-0.9814814814814815,"[0.3, 0.6]",female,yes,-0.09166666666666666,2.3326620000007097,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.08854166666666667,2.342886099999305,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.08645833333333333,2.353091200000563,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.084375,2.363285299999916,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.084375,2.373473499999818,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.084375,2.3836609999998473,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.084375,2.3938049000007595,1,23,987654321
-0.9981481481481481,"[0.3, 0.6]",female,yes,-0.084375,2.4039267000007385,1,23,987654321
-0.9944444444444445,"[0.3, 0.6]",female,yes,-0.084375,2.4140635000003385,1,23,987654321
-0.9888888888888889,"[0.3, 0.6]",female,yes,-0.084375,2.4242427999997744,1,23,987654321
-0.9592592592592593,"[0.3, 0.6]",female,yes,-0.084375,2.4344433000005665,1,23,987654321
-0.9407407407407408,"[0.3, 0.6]",female,yes,-0.084375,2.444631300000765,1,23,987654321
-0.9148148148148149,"[0.3, 0.6]",female,yes,-0.084375,2.4548546000005445,1,23,987654321
-0.8851851851851852,"[0.3, 0.6]",female,yes,-0.084375,2.4650492000000668,1,23,987654321
-0.8333333333333334,"[0.3, 0.6]",female,yes,-0.084375,2.4752912999992986,1,23,987654321
-0.8074074074074075,"[0.3, 0.6]",female,yes,-0.08229166666666667,2.485469400000511,1,23,987654321
-0.7851851851851852,"[0.3, 0.6]",female,yes,-0.08125,2.495650000000751,1,23,987654321
-0.7388888888888889,"[0.3, 0.6]",female,yes,-0.07291666666666667,2.5058313999998063,1,23,987654321
-0.7148148148148148,"[0.3, 0.6]",female,yes,-0.06770833333333333,2.5160462999992887,1,23,987654321
-0.6925925925925925,"[0.3, 0.6]",female,yes,-0.06354166666666666,2.5262376999999105,1,23,987654321
-0.6685185185185185,"[0.3, 0.6]",female,yes,-0.058333333333333334,2.5364165999999386,1,23,987654321
-0.6203703703703703,"[0.3, 0.6]",female,yes,-0.042708333333333334,2.546633899999506,1,23,987654321
-0.5962962962962963,"[0.3, 0.6]",female,yes,-0.034375,2.5568144999997457,1,23,987654321
-0.575925925925926,"[0.3, 0.6]",female,yes,-0.027083333333333334,2.5670516999998654,1,23,987654321
-0.5555555555555556,"[0.3, 0.6]",female,yes,-0.019791666666666666,2.5772385000000213,1,23,987654321
-0.5222222222222223,"[0.3, 0.6]",female,yes,-0.004166666666666667,2.58746869999959,1,23,987654321
-0.5055555555555555,"[0.3, 0.6]",female,yes,0.0,2.597669099999621,1,23,987654321
-0.4962962962962963,"[0.3, 0.6]",female,yes,0.008333333333333333,2.6078569000001153,1,23,987654321
-0.47962962962962963,"[0.3, 0.6]",female,yes,0.0125,2.61815100000058,1,23,987654321
-0.4740740740740741,"[0.3, 0.6]",female,yes,0.016666666666666666,2.628352300000188,1,23,987654321
-0.4703703703703704,"[0.3, 0.6]",female,yes,0.01875,2.6385812999997142,1,23,987654321
-0.4685185185185185,"[0.3, 0.6]",female,yes,0.020833333333333332,2.6487944000000425,1,23,987654321
-0.4666666666666667,"[0.3, 0.6]",female,yes,0.022916666666666665,2.659087300000465,1,23,987654321
-0.4666666666666667,"[0.3, 0.6]",female,yes,0.023958333333333335,2.669425300000512,1,23,987654321
-0.4666666666666667,"[0.3, 0.6]",female,yes,0.023958333333333335,2.6796642000008433,1,23,987654321
